"station.id","station.name","latitude","longitude","year"
3073,"Division Ave & Hooper St",40.70691254,-73.95441667,2015
3074,"Montrose Ave & Bushwick Ave",40.70767788,-73.94016171,2015
3075,"Division Ave & Marcy Ave",40.70708701,-73.95796783,2015
3076,"Scholes St & Manhattan Ave",40.70870368,-73.9448625,2015
3077,"Stagg St & Union Ave",40.70877084,-73.95095259,2015
3078,"Broadway & Roebling St",40.70925562,-73.95982218,2015
3079,"Leonard St & Grand St",40.71103537,-73.94714303,2015
3080,"S 4 St & Rodney St",40.70934,-73.95608,2015
3081,"Graham Ave & Grand St",40.711863,-73.944024,2015
3082,"Hope St & Union Ave",40.71167351,-73.95141312,2015
3083,"Bushwick Ave & Powers St",40.71247661,-73.94100005,2015
3084,"Devoe St & Leonard St",40.71348658,-73.94792458,2015
3085,"Roebling St & N 4 St",40.71469,-73.95739,2015
3086,"Graham Ave & Conselyea St",40.715143,-73.944507,2015
3087,"Metropolitan Ave & Meeker Ave",40.71413311,-73.95234386,2015
3088,"Union Ave & Jackson St",40.7160751,-73.952029,2015
3089,"Leonard St & Meeker Ave",40.7173184038558,-73.9482021331787,2015
3090,"N 8 St & Driggs Ave",40.71774592,-73.95600096,2015
3091,"Frost St & Meeker St",40.71764,-73.94882,2015
3092,"Berry St & N 8 St",40.7190095,-73.95852515,2015
3093,"N 6 St & Bedford Ave",40.71745169,-73.95850939,2015
3094,"Graham Ave & Withers St",40.7169811,-73.94485918,2015
3095,"Graham Ave & Herbert St",40.71929301,-73.94500379,2015
3096,"Union Ave & N 12 St",40.71924,-73.95242,2015
3097,"N Henry St & Richardson St",40.71921585,-73.9424469,2015
3098,"Leonard St & Bayard St",40.71928,-73.94861,2015
3099,"Leonard St & Manhattan Ave",40.721522403393,-73.948982656002,2015
3100,"Nassau Ave & Newell St",40.72481,-73.94753,2015
3101,"N 12 St & Bedford Ave",40.72079821,-73.95484712,2015
3102,"Driggs Ave & Lorimer St",40.72179134,-73.9504154,2015
3103,"N 11 St & Wythe Ave",40.72153267,-73.95782357,2015
3104,"Kent Ave & N 7 St",40.72057658,-73.96150225,2015
3105,"N 15 St & Wythe Ave",40.724055,-73.955736,2015
3106,"Driggs Ave & N Henry St",40.72325,-73.94308,2015
3107,"Bedford Ave & Nassau Ave",40.72311651,-73.95212324,2015
3108,"Nassau Ave & Russell St",40.72557,-73.94434,2015
3109,"Banker St & Meserole Ave",40.72606,-73.95621,2015
3110,"Meserole Ave & Manhattan Ave",40.72708584,-73.95299117,2015
3111,"Norman Ave & Leonard St",40.7258483,-73.95064893,2015
3112,"Milton St & Franklin St",40.72906,-73.95779,2015
3113,"Greenpoint Ave & Manhattan Ave",40.73026,-73.95394,2015
3114,"India St & East River",40.73165141,-73.96161892,2015
3115,"India St & Manhattan Ave",40.73232194,-73.9550858,2015
3116,"Huron St & Franklin St",40.73266,-73.95826,2015
3117,"Franklin St & Dupont St",40.73564,-73.95866,2015
3118,"McGuinness Blvd & Eagle St",40.73555,-73.95284,2015
3119,"Vernon Blvd & 50 Ave",40.74232744,-73.95411749,2015
3120,"Center Blvd & Borden Ave",40.74161,-73.96044,2015
3121,"Jackson Ave & 46 Rd",40.74524768,-73.94733276,2015
3122,"48 Ave & 5 St",40.7443632870669,-73.9558732509613,2015
3123,"31 St & Thomson Ave",40.74469738,-73.93540375,2015
3124,"46 Ave & 5 St",40.74731,-73.95451,2015
3125,"45 Rd & 11 St",40.74708586,-73.94977234,2015
3126,"44 Dr & Jackson Ave",40.74718234,-73.9432635,2015
3127,"9 St & 44 Rd",40.74966,-73.9521,2015
3128,"21 St & 43 Ave",40.75052534,-73.94594845,2015
3129,"Queens Plaza North & Crescent St",40.75110165,-73.94073717,2015
3132,"E 59 St & Madison Ave",40.76350532,-73.97109243,2015
3134,"3 Ave & E 62 St",40.76312584,-73.96526895,2015
3135,"E 75 St & 3 Ave",40.77112927,-73.95772297,2015
3136,"5 Ave & E 63 St",40.76650452,-73.97147595,2015
3137,"5 Ave & E 73 St",40.77282817,-73.96685276,2015
3138,"E 77 St & Park Ave",40.774405455003,-73.9617526531219,2015
3139,"E 72 St & Park Ave",40.7711828754066,-73.9640942215919,2015
3140,"1 Ave & E 78 St",40.77140426,-73.9535166,2015
3141,"1 Ave & E 68 St",40.76500525,-73.95818491,2015
3142,"1 Ave & E 62 St",40.7612274,-73.96094022,2015
3143,"5 Ave & E 78 St",40.7768286343997,-73.9638876914978,2015
3144,"E 81 St & Park Ave",40.77677702,-73.9590097,2015
3145,"E 84 St & Park Ave",40.77862688,-73.95772073,2015
3146,"E 81 St & 3 Ave",40.77573034,-73.9567526,2015
3147,"E 85 St & 3 Ave",40.77801203,-73.95407149,2015
3148,"E 84 St & 1 Ave",40.77565541,-73.95068615,2015
3150,"E 85 St & York Ave",40.77536905,-73.94803392,2015
