index,tripduration,starttime,stoptime,start.station.id,start.station.name,start.station.latitude,start.station.longitude,end.station.id,end.station.name,end.station.latitude,end.station.longitude,bikeid,usertype,birth.year,gender,date,count
74,926,3/31/2016 20:33,3/31/2016 20:48,72,W 52 St & 11 Ave,40.76727216,-73.99392888,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,20070,Subscriber,1977,1,3/31/2016,1
75,1350,3/31/2016 22:01,3/31/2016 22:24,72,W 52 St & 11 Ave,40.76727216,-73.99392888,238,Bank St & Washington St,40.7361967,-74.00859207,14544,Subscriber,1950,2,3/31/2016,1
76,233,3/31/2016 0:21,3/31/2016 0:25,79,Franklin St & W Broadway,40.71911552,-74.00666661,417,Barclay St & Church St,40.71291224,-74.01020234,14982,Subscriber,1982,2,3/31/2016,1
77,1191,3/31/2016 7:10,3/31/2016 7:30,79,Franklin St & W Broadway,40.71911552,-74.00666661,3176,W 64 St & West End Ave,40.77452835,-73.98753759,16804,Subscriber,1981,1,3/31/2016,1
78,576,3/31/2016 7:29,3/31/2016 7:39,79,Franklin St & W Broadway,40.71911552,-74.00666661,360,William St & Pine St,40.70717936,-74.00887308,19086,Subscriber,1976,1,3/31/2016,1
79,493,3/31/2016 7:49,3/31/2016 7:57,79,Franklin St & W Broadway,40.71911552,-74.00666661,2009,Catherine St & Monroe St,40.71117444,-73.99682619,19619,Subscriber,1971,2,3/31/2016,1
80,619,3/31/2016 8:30,3/31/2016 8:40,79,Franklin St & W Broadway,40.71911552,-74.00666661,279,Peck Slip & Front St,40.707873,-74.00167,19342,Subscriber,1955,1,3/31/2016,1
81,293,3/31/2016 8:37,3/31/2016 8:42,79,Franklin St & W Broadway,40.71911552,-74.00666661,417,Barclay St & Church St,40.71291224,-74.01020234,17200,Subscriber,1970,1,3/31/2016,1
82,576,3/31/2016 8:45,3/31/2016 8:54,79,Franklin St & W Broadway,40.71911552,-74.00666661,293,Lafayette St & E 8 St,40.73028666,-73.9907647,19097,Subscriber,1960,1,3/31/2016,1
83,455,3/31/2016 8:50,3/31/2016 8:58,79,Franklin St & W Broadway,40.71911552,-74.00666661,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,15022,Subscriber,1969,1,3/31/2016,1
