Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,,,symbol
HDRAW,Hydra Industries Acquisition Corp.,0.22,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/hdraw,,,,hdraw
HYGS,Hydrogenics Corporation,7.35,$92.17M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hygs,,,,hygs
IDSY,"I.D. Systems, Inc.",4.99,$68.95M,1999,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/idsy,,,,idsy
IAC,IAC/InterActiveCorp,55.48,$4.39B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/iac,,,,iac
IKGH,Iao Kun Group Holding Company Limited,1.65,$102.81M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/ikgh,,,,ikgh
IBKC,IBERIABANK Corporation,61.82,$2.55B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkc,,,,ibkc
IBKCO,IBERIABANK Corporation,25.78,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkco,,,,ibkco
IBKCP,IBERIABANK Corporation,25.97,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkcp,,,,ibkcp
ICAD,icad inc.,6.01,$95.53M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icad,,,,icad
IEP,Icahn Enterprises L.P.,54.67,$7.38B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/iep,,,,iep
ICFI,"ICF International, Inc.",41.27,$784.68M,2006,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/icfi,,,,icfi
ICLR,ICON plc,68.52,$3.77B,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/iclr,,,,iclr
ICON,"Iconix Brand Group, Inc.",7.9,$383.43M,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/icon,,,,icon
ICUI,"ICU Medical, Inc.",104.7,$1.68B,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icui,,,,icui
IPWR,Ideal Power Inc.,4.92,$47.02M,2013,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ipwr,,,,ipwr
INVE,"Identiv, Inc.",2.19,$23.54M,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/inve,,,,inve
IDRA,"Idera Pharmaceuticals, Inc.",1.57,$190.47M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/idra,,,,idra
IDXX,"IDEXX Laboratories, Inc.",88.1,$7.89B,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/idxx,,,,idxx
DSKY,iDreamSky Technology Limited,13.78,$624.3M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsky,,,,dsky
IESC,"IES Holdings, Inc.",15.08,$324.07M,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/iesc,,,,iesc
IROQ,"IF Bancorp, Inc.",18.4,$73.86M,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/iroq,,,,iroq
IRG,"Ignite Restaurant Group, Inc.",2.12,$55.46M,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/irg,,,,irg
RXDX,"Ignyta, Inc.",7.335,$305.47M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxdx,,,,rxdx
IIVI,II-VI Incorporated,20.32,$1.25B,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/iivi,,,,iivi
KANG,"iKang Healthcare Group, Inc.",20.24,$1.33B,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/kang,,,,kang
IKNX,Ikonics Corporation,10.7399,$21.68M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/iknx,,,,iknx
ILMN,"Illumina, Inc.",145.54,$21.42B,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/ilmn,,,,ilmn
ISNS,"Image Sensing Systems, Inc.",2.31,$11.64M,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/isns,,,,isns
IMMR,Immersion Corporation,6.52,$187.92M,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/immr,,,,immr
ICCC,ImmuCell Corporation,6.83,$28.54M,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/iccc,,,,iccc
IMDZ,Immune Design Corp.,12.26,$247.08M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imdz,,,,imdz
IMNP          ,Immune Pharmaceuticals Inc.,0.34,$13.92M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imnp,,,,imnp          
IMGN,"ImmunoGen, Inc.",5.78,$503.3M,1989,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imgn,,,,imgn
IMMU,"Immunomedics, Inc.",4.52,$428.51M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/immu,,,,immu
IPXL,"Impax Laboratories, Inc.",34.37,$2.54B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipxl,,,,ipxl
IMMY,"Imprimis Pharmaceuticals, Inc.",4.02,$53.49M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/immy,,,,immy
INCR,"INC Research Holdings, Inc.",44.23,$2.4B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incr,,,,incr
SAAS,"inContact, Inc.",13.88,$863.22M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/saas,,,,saas
INCY,Incyte Corporation,84.96,$15.94B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incy,,,,incy
INDB,Independent Bank Corp.,48.89,$1.29B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/indb,,,,indb
IBCP,Independent Bank Corporation,15.02,$319.37M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibcp,,,,ibcp
IBTX,"Independent Bank Group, Inc",38.09,$703.18M,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/ibtx,,,,ibtx
IDSA,"Industrial Services of America, Inc.",2.16,$17.32M,n/a,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/idsa,,,,idsa
INFN,Infinera Corporation,13.47,$1.91B,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/infn,,,,infn
INFI,"Infinity Pharmaceuticals, Inc.",5.66,$279.87M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi,,,,infi
IPCC,Infinity Property and Casualty Corporation,78.11,$863.63M,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ipcc,,,,ipcc
III,"Information Services Group, Inc.",3.74,$132.32M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/iii,,,,iii
IFON,InfoSonics Corp,0.85,$12.23M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/ifon,,,,ifon
IMKTA,"Ingles Markets, Incorporated",38.3,$775.95M,1987,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/imkta,,,,imkta
INWK,"InnerWorkings, Inc.",8.45,$459.12M,2006,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/inwk,,,,inwk
INNL,Innocoll Holdings,11.6,$282.32M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/innl,,,,innl
INOD,Innodata Inc.,2.45,$62.34M,1993,Technology,EDP Services,http://www.nasdaq.com/symbol/inod,,,,inod
IPHS,"Innophos Holdings, Inc.",39.27,$761.47M,2006,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs,,,,iphs
IOSP,Innospec Inc.,48.83,$1.17B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iosp,,,,iosp
ISSC,"Innovative Solutions and Support, Inc.",2.95,$50.05M,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc,,,,issc
INVA,"Innoviva, Inc.",11.24,$1.27B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/inva,,,,inva
INGN,"Inogen, Inc",49.22,$980.23M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ingn,,,,ingn
ITEK,Inotek Pharmaceuticals Corporation,8.97,$237.02M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itek,,,,itek
INOV,"Inovalon Holdings, Inc.",18.51,$2.82B,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/inov,,,,inov
INO,"Inovio Pharmaceuticals, Inc.",11.08,$809.92M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino,,,,ino
NSIT,"Insight Enterprises, Inc.",27.63,$1.01B,1995,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit,,,,nsit
ISIG,"Insignia Systems, Inc.",2.39,$27.75M,1991,Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig,,,,isig
INSM,"Insmed, Inc.",11.93,$738.2M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm,,,,insm
IIIN,"Insteel Industries, Inc.",27.6,$518.51M,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin,,,,iiin
PODD,Insulet Corporation,31.54,$1.8B,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd,,,,podd
INSY,"Insys Therapeutics, Inc.",15.77,$1.13B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy,,,,insy
NTEC,Intec Pharma Ltd.,4.64,$53.12M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntec,,,,ntec
IART,Integra LifeSciences Holdings Corporation,76.01,$2.83B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart,,,,iart
IDTI,"Integrated Device Technology, Inc.",23.17,$3.1B,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti,,,,idti
INTC,Intel Corporation,31.62,$149.31B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc,,,,intc
IQNT,"Inteliquent, Inc.",18.04,$614.81M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/iqnt,,,,iqnt
NTLA,"Intellia Therapeutics, Inc.",28.8,$1.01B,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ntla,,,,ntla
IPCI,Intellipharmaceutics International Inc.,1.58,$39.3M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci,,,,ipci
IPAR,"Inter Parfums, Inc.",29.79,$925.15M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar,,,,ipar
IBKR,"Interactive Brokers Group, Inc.",39.18,$15.95B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr,,,,ibkr
ININ,"Interactive Intelligence Group, Inc.",42.15,$930.63M,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inin,,,,inin
ICPT,"Intercept Pharmaceuticals, Inc.",167.37,$4.12B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt,,,,icpt
ICLD,"InterCloud Systems, Inc",0.82,$21.31M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/icld,,,,icld
ICLDW,"InterCloud Systems, Inc",0.1,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/icldw,,,,icldw
IDCC,"InterDigital, Inc.",58.79,$2.03B,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc,,,,idcc
TILE,"Interface, Inc.",17.08,$1.12B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile,,,,tile
LINK,"Interlink Electronics, Inc.",10.82,$79.27M,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/link,,,,link
IMI,"Intermolecular, Inc.",1.82,$90.06M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi,,,,imi
INAP,Internap Corporation,2.27,$127.92M,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap,,,,inap
IBOC,International Bancshares Corporation,27.46,$1.81B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc,,,,iboc
ISCA,International Speedway Corporation,33.15,$1.54B,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca,,,,isca
IGLD,Internet Gold Golden Lines Ltd.,13.02,$250.03M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld,,,,igld
IIJI,"Internet Initiative Japan, Inc.",10.59,$989.35M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji,,,,iiji
IDXG,"Interpace Diagnostics Group, Inc.",0.3111,$5.65M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/idxg,,,,idxg
XENT,"Intersect ENT, Inc.",13.78,$390.34M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent,,,,xent
INTX,"Intersections, Inc.",2.33,$55.11M,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx,,,,intx
ISIL,Intersil Corporation,13.49,$1.82B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/isil,,,,isil
IILG,"Interval Leisure Group, Inc.",14.76,$1.92B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/iilg,,,,iilg
IVAC,"Intevac, Inc.",5.02,$103.66M,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac,,,,ivac
INTL,INTL FCStone Inc.,27.29,$506.88M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl,,,,intl
INTLL,INTL FCStone Inc.,26.04,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intll,,,,intll
ITCI,Intra-Cellular Therapies Inc.,39.94,$1.73B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci,,,,itci
IIN,IntriCon Corporation,5.26,$31.48M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin,,,,iin
INTU,Intuit Inc.,107.45,$27.49B,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu,,,,intu
ISRG,"Intuitive Surgical, Inc.",636.84,$24.24B,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg,,,,isrg
INVT,"Inventergy Global, Inc.",1.61,$6.81M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/invt,,,,invt
SNAK,"Inventure Foods, Inc.",8.05,$157.89M,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak,,,,snak
ISTR,Investar Holding Corporation,15.39,$112.27M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr,,,,istr
ISBC,"Investors Bancorp, Inc.",11.82,$3.77B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/isbc,,,,isbc
ITIC,Investors Title Company,92,$177.68M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic,,,,itic
NVIV,InVivo Therapeutics Holdings Corp.,6.85,$218.57M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv,,,,nviv
IVTY,"Invuity, Inc.",6.86,$91.94M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty,,,,ivty
IONS,"Ionis Pharmaceuticals, Inc.",22.96,$2.77B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions,,,,ions
IPAS,iPass Inc.,1.23,$79.45M,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas,,,,ipas
IPGP,IPG Photonics Corporation,87.81,$4.66B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp,,,,ipgp
IRMD,iRadimed Corporation,18.97,$207.09M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd,,,,irmd
IRIX,IRIDEX Corporation,13.62,$137.12M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix,,,,irix
IRDM,Iridium Communications Inc,8.34,$796.62M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm,,,,irdm
IRDMB,Iridium Communications Inc,312.01,$156.01M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb,,,,irdmb
IRBT,iRobot Corporation,38.22,$1.05B,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt,,,,irbt
IRWD,"Ironwood Pharmaceuticals, Inc.",12.95,$1.87B,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd,,,,irwd
IRCP,IRSA Propiedades Comerciales S.A.,38.39,$1.21B,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/ircp,,,,ircp
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.72,$73.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slqd,,,,slqd
TLT,iShares 20+ Year Treasury Bond ETF,133.23,$5.36B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt,,,,tlt
AIA,iShares Asia 50 ETF,43.66,$366.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aia,,,,aia
COMT,iShares Commodities Select Strategy ETF,32.49,$259.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt,,,,comt
IXUS,iShares Core MSCI Total International Stock ETF,50.62,$1.67B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus,,,,ixus
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,38.72,$61.95M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu,,,,ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,29.82,$945.29M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl,,,,ifgl
IGF,iShares Global Infrastructure ETF,40.31,$1.19B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igf,,,,igf
GNMA,iShares GNMA Bond ETF,50.74,$60.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma,,,,gnma
JKI,iShares Morningstar Mid-Cap ETF,127.505,$216.76M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jki,,,,jki
ACWX,iShares MSCI ACWI ex US Index Fund,40.4,$1.8B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx,,,,acwx
ACWI,iShares MSCI ACWI Index Fund,57.34,$6.23B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi,,,,acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,54.08,$3.06B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj,,,,aaxj
EWZS,iShares MSCI Brazil Small-Cap ETF,9.03,$28.9M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ewzs,,,,ewzs
MCHI,iShares MSCI China ETF,42.12,$1.66B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mchi,,,,mchi
SCZ,iShares MSCI EAFE Small-Cap ETF,51.84,$5.23B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scz,,,,scz
EEMA,iShares MSCI Emerging Markets Asia Index Fund,51.54,$141.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema,,,,eema
EEML,iShares MSCI Emerging Markets Latin America Index Fund,27.97,$8.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eeml,,,,eeml
EUFN,iShares MSCI Europe Financials Sector Index Fund,18.57,$359.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn,,,,eufn
IEUS,iShares MSCI Europe Small-Cap ETF,46.84,$53.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus,,,,ieus
ENZL,iShares MSCI New Zealand Capped ETF,43.15,$144.55M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enzl,,,,enzl
QAT,iShares MSCI Qatar Capped ETF,18.2,$40.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat,,,,qat
UAE,iShares MSCI UAE Capped ETF,16.255,$26.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uae,,,,uae
IBB,iShares Nasdaq Biotechnology Index Fund,281.77,$7.03B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb,,,,ibb
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,95.77,$435.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soxx,,,,soxx
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,29.29,$57.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif,,,,emif
ICLN,iShares S&P Global Clean Energy Index Fund,8.91,$68.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln,,,,icln
WOOD,iShares S&P Global Timber & Forestry Index Fund,48.552,$262.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood,,,,wood
INDY,iShares S&P India Nifty 50 Index Fund,28.37,$899.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indy,,,,indy
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,82.72,$153.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg,,,,ishg
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,99,$460.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov,,,,igov
MPCT,iShares Sustainable MSCI Global Impact ETF,48.4799,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mpct,,,,mpct
ISLE,"Isle of Capri Casinos, Inc.",16.03,$653.11M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/isle,,,,isle
ISRL,"Isramco, Inc.",95,$258.18M,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl,,,,isrl
ITI,"Iteris, Inc.",2.44,$78.17M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/iti,,,,iti
ITRI,"Itron, Inc.",44.47,$1.69B,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri,,,,itri
ITRN,Ituran Location and Control Ltd.,22.22,$521.62M,2005,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/itrn,,,,itrn
ITUS,ITUS Corporation,3.2628,$28.52M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/itus,,,,itus
XXIA,Ixia,10.3,$842.06M,2000,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/xxia,,,,xxia
IXYS,IXYS Corporation,10.86,$342.55M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys,,,,ixys
IZEA,IZEA Inc.,6.89,$36.81M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/izea,,,,izea
JJSF,J & J Snack Foods Corp.,106.47,$1.98B,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf,,,,jjsf
MAYS,"J. W. Mays, Inc.",52.03,$104.88M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/mays,,,,mays
JBHT,"J.B. Hunt Transport Services, Inc.",82.01,$9.24B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht,,,,jbht
JCOM,"j2 Global, Inc.",67.46,$3.28B,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom,,,,jcom
JASO,"JA Solar Holdings, Co., Ltd.",7.3,$347.27M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso,,,,jaso
JKHY,"Jack Henry & Associates, Inc.",84.81,$6.69B,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy,,,,jkhy
JACK,Jack In The Box Inc.,86.06,$2.8B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack,,,,jack
JXSB,Jacksonville Bancorp Inc.,26.98,$48.46M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb,,,,jxsb
JAGX,"Jaguar Animal Health, Inc.",1.3254,$13.44M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jagx,,,,jagx
JAKK,"JAKKS Pacific, Inc.",7.41,$151.72M,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk,,,,jakk
JMBA,"Jamba, Inc.",11.05,$166.76M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jmba,,,,jmba
JRVR,"James River Group Holdings, Ltd.",35.05,$1.02B,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/jrvr,,,,jrvr
JSML,Janus Small Cap Growth Alpha ETF,27.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsml,,,,jsml
JSMD,Janus Small/Mid Cap Growth Alpha ETF,28.3799,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsmd,,,,jsmd
JASN,"Jason Industries, Inc.",3.89,$86.86M,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasn,,,,jasn
JASNW,"Jason Industries, Inc.",0.23,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasnw,,,,jasnw
JAZZ,Jazz Pharmaceuticals plc,152.75,$9.23B,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz,,,,jazz
JD,"JD.com, Inc.",22.98,$32.1B,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jd,,,,jd
JSYN,Jensyn Acquistion Corp.,9.85,$50.92M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsyn,,,,jsyn
JSYNR,Jensyn Acquistion Corp.,0.175,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynr,,,,jsynr
JSYNU,Jensyn Acquistion Corp.,10.0679,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynu,,,,jsynu
JSYNW,Jensyn Acquistion Corp.,0.06,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynw,,,,jsynw
JBLU,JetBlue Airways Corporation,17.73,$5.71B,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu,,,,jblu
JTPY,JetPay Corporation,2.56,$36.89M,2011,Finance,Business Services,http://www.nasdaq.com/symbol/jtpy,,,,jtpy
JCTCF,Jewett-Cameron Trading Company,11.48,$28.43M,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/jctcf,,,,jctcf
JIVE,"Jive Software, Inc.",4.05,$310.21M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/jive,,,,jive
WYIG,JM Global Holding Company,9.6999,$63.66M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyig,,,,wyig
WYIGU,JM Global Holding Company,9.8,$64.31M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigu,,,,wyigu
WYIGW,JM Global Holding Company,0.19,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigw,,,,wyigw
